0.000000 	 0.000000 	 0.000000 	 0.000000 	 0.000000 	 0.000000 	 0.000000 	 0.000000 	 0.000000 	 0.000000 	 0.000000 	 0.000000 	 1.000000 	 0.000000 	 0.000000 	 0.000000
-0.001000 	 0.000000 	 0.000000 	 -0.019996 	 0.000000 	 0.000000 	 0.000000 	 0.000000 	 0.000000 	 -100.000000 	 0.000000 	 0.000000 	 1.000000 	 0.000000 	 0.000000 	 0.000000
-0.004000 	 0.000000 	 0.000000 	 -0.039996 	 0.000000 	 0.000000 	 0.000000 	 0.000000 	 0.000000 	 -100.000000 	 0.000000 	 0.000000 	 1.000000 	 0.000000 	 0.000000 	 0.000000
-0.008999 	 0.000000 	 0.000000 	 -0.059996 	 0.000000 	 0.000000 	 0.000000 	 0.000000 	 0.000000 	 -100.000000 	 0.000000 	 0.000000 	 1.000000 	 0.000000 	 0.000000 	 0.000000
-0.015999 	 0.000000 	 0.000000 	 -0.079995 	 0.000000 	 0.000000 	 0.000000 	 0.000000 	 0.000000 	 -100.000000 	 0.000000 	 0.000000 	 1.000000 	 0.000000 	 0.000000 	 0.000000
-0.024999 	 0.000000 	 0.000000 	 -0.099995 	 0.000000 	 0.000000 	 0.000000 	 0.000000 	 0.000000 	 -100.000000 	 0.000000 	 0.000000 	 1.000000 	 0.000000 	 0.000000 	 0.000000
-0.035999 	 0.000000 	 0.000000 	 -0.119995 	 0.000000 	 0.000000 	 0.000000 	 0.000000 	 0.000000 	 -100.000000 	 0.000000 	 0.000000 	 1.000000 	 0.000000 	 0.000000 	 0.000000
-0.048998 	 0.000000 	 0.000000 	 -0.139995 	 0.000000 	 0.000000 	 0.000000 	 0.000000 	 0.000000 	 -100.000000 	 0.000000 	 0.000000 	 1.000000 	 0.000000 	 0.000000 	 0.000000
-0.063998 	 0.000000 	 0.000000 	 -0.159995 	 0.000000 	 0.000000 	 0.000000 	 0.000000 	 0.000000 	 -100.000000 	 0.000000 	 0.000000 	 1.000000 	 0.000000 	 0.000000 	 0.000000
-0.080998 	 0.000000 	 0.000000 	 -0.179995 	 0.000000 	 0.000000 	 0.000000 	 0.000000 	 0.000000 	 -100.000000 	 0.000000 	 0.000000 	 1.000000 	 0.000000 	 0.000000 	 0.000000
